SNPnames	Corr.All	FST.All	s_high	demog	p.end	SNPIncluded	He.LS	He_samp	log.bf	rho	xtx	xtx.empP	bf.empP	rho.empP	TW.Zscore	TW.MinusLogP	TW.P
1364510255_127	0.377808878	0.046358649	0	1R	0.799388368	TRUE	0.320733211	0.334367901	0.304942682	0.13697	90.754	0.271818182	0.994444444	0.97979798	1.12089	0.581144	0.262335
1364529007_36	-0.212563207	0.084456713	0	1R	0.436500457	TRUE	0.491935616	0.493577778	-1.373167096	0.014197	102.94	0.889494949	0.052020202	0.338686869	1.34396	0.747241	0.178961
1364504524_251	-0.463647299	0.026117149	0	1R	0.886876831	TRUE	0.200652635	0.196666049	-1.378605587	0.027837	88.205	0.136262626	0.044040404	0.451010101	1.34156	0.745357	0.179739
1364550438_612	0.592747304	0.061381428	0	1R	0.725264446	TRUE	0.398511859	0.418661111	-0.615772071	0.045193	99.909	0.804343434	0.924545455	0.592828283	1.34333	0.746746	0.179166
1364614556_538	-0.127307869	0.040589141	0	1R	0.939680532	TRUE	0.11336206	0.11377716	-1.298181699	-0.055159	84.078	0.023838384	0.238787879	0.041414141	0.057546	0.0204014	0.95411
1364595658_53	-0.385748536	0.039234606	0	1R	0.932359123	TRUE	0.126131178	0.134962346	-1.223807485	0.087771	95.086	0.56030303	0.446161616	0.864141414	1.15313	0.604047	0.248859
1364585501_409	-0.04071888	0.041599862	0	1R	0.278352669	TRUE	0.401744921	0.388503086	-0.980343775	0.1073	89.959	0.224141414	0.768989899	0.931111111	1.34379	0.747105	0.179017
1364560644_967	0.111392316	0.030983001	0	1R	0.529616839	TRUE	0.498245686	0.49955	-1.327735848	0.037908	94.202	0.505252525	0.152727273	0.534444444	0.423073	0.172474	0.672242
1364596584_407	0.00133602	0.043674559	0	1R	0.530312934	TRUE	0.498162252	0.497311111	-0.884090078	0.035516	93.113	0.432525253	0.830808081	0.514040404	0.590465	0.255802	0.554879
1364555483_994	0.36668586	0.034242425	0	1R	0.680247045	TRUE	0.435022005	0.43875	-0.357664105	0.064972	92.493	0.387272727	0.963232323	0.740909091	0.958452	0.471295	0.337835
1364541436_12	-0.085168692	0.064060139	0	1R	0.832039158	TRUE	0.279499995	0.284394444	-1.217176356	-0.015401	96.158	0.629292929	0.45959596	0.16040404	0.67426	0.300903	0.500146
1364631790_318	-0.348493699	0.100082441	0	1R	0.5356683	TRUE	0.497455545	0.495	-1.180232395	0.015694	102.93	0.889191919	0.538888889	0.350808081	0.636049	0.280052	0.524745
1364584823_664	-0.140846761	0.042363582	0	1R	0.41924892	TRUE	0.486958526	0.481525309	-0.477099541	0.093262	96.4	0.643232323	0.950808081	0.884545455	0.414292	0.168348	0.67866
1364588016_103	-0.210378944	0.030159121	0	1R	0.067800906	TRUE	0.126407887	0.108879012	0.039493435	0.20097	85.523	0.048787879	0.987272727	0.998989899	0.545131	0.232352	0.585663
1364562758_83	0.391858925	0.035978184	0	1R	0.477010145	TRUE	0.498942933	0.49977716	-1.206985335	0.034035	88.225	0.136868687	0.482929293	0.500606061	0.623743	0.273439	0.532796
1364569552_594	0.173143728	0.076690066	0	1R	0.516803138	TRUE	0.499435309	0.499977778	-1.224003846	0.019121	114.33	0.991616162	0.445555556	0.377979798	0.543523	0.231532	0.58677
1364527924_61	0.153528541	0.058640207	0	1R	0.799402578	TRUE	0.320716192	0.341953086	-1.283687749	0.008584	107.36	0.958080808	0.286767677	0.300707071	0.365661	0.145926	0.714618
1364662876_661	-0.42553896	0.068040226	0	1R	0.323061918	TRUE	0.43738583	0.449508642	-1.143609496	0.013037	99.709	0.796464646	0.596767677	0.330606061	1.78634	1.13051	0.0740442
1364558708_162	-0.244163858	0.025535269	0	1R	0.539443338	TRUE	0.496888446	0.498693827	-1.27130541	0.035603	88.198	0.135656566	0.321818182	0.514747475	0.740097	0.337959	0.459241
1364613973_896	0.055528284	0.088110274	0	1R	0.265330311	TRUE	0.389860274	0.392661111	-1.289290434	0.054889	98.729	0.756666667	0.268181818	0.668181818	0.74074	0.338328	0.458851
1364679564_17	-0.262006365	0.048755044	0	1R	0.193905079	TRUE	0.312611798	0.311911111	-1.268137369	0.010828	88.854	0.166060606	0.332121212	0.316262626	0.736951	0.336156	0.461152
1364580996_213	0.219755711	0.0297616	0	1R	0.620668945	TRUE	0.470878011	0.469577778	-1.240181123	-0.031298	93.729	0.473737374	0.410505051	0.097373737	0.217306	0.0819856	0.82797
1364607711_376	-0.274443584	0.027597723	0	1R	0.244361187	TRUE	0.369297595	0.379404938	-1.260348556	0.019278	94.168	0.502525253	0.354545455	0.378989899	1.15501	0.605398	0.248086
1364609564_302	-0.016931381	0.048779364	0	1R	0.797882727	TRUE	0.322531762	0.300849383	-0.286316293	0.10729	99.556	0.790707071	0.970505051	0.930909091	0.504782	0.212035	0.613712
1364531791_977	-0.231148372	0.045221448	0	1R	0.952017756	TRUE	0.091359896	0.088977778	0.072690955	0.16139	93.761	0.475151515	0.988585859	0.993232323	0.836305	0.394713	0.402983
1364579561_6	-0.178454088	0.021846791	0	1R	0.367447368	TRUE	0.4648596	0.467345679	-0.855955363	-0.059425	102.06	0.870707071	0.844848485	0.035050505	0.017291	0.00603303	0.986204
1364520781_875	-0.297916563	0.074364682	0	1R	0.920476193	TRUE	0.146399542	0.139693827	-1.390982187	-0.05218	95.496	0.586565657	0.027777778	0.047474747	0.930768	0.45349	0.351974
1364639919_664	0.205439425	0.034051049	0	1R	0.305942461	TRUE	0.424683343	0.406111111	-1.298164441	0.055628	91.251	0.303636364	0.238888889	0.674040404	0.811575	0.379827	0.417035
1364592945_877	0.010356579	0.08513816	0	1R	0.284234499	TRUE	0.406890497	0.391629012	-0.758055267	0.076927	100.9	0.841414141	0.884141414	0.80969697	0.0496327	0.017541	0.960415
1364503968_111	0.154123073	0.064821313	0	1R	0.822700529	TRUE	0.291728737	0.289471605	-0.993790759	-0.024078	97.247	0.688585859	0.758282828	0.121111111	0.357256	0.142125	0.7209
1364560479_644	-0.004719219	0.048424323	0	1R	0.834406959	TRUE	0.276343972	0.289471605	-1.330850546	-0.0027309	89.91	0.221313131	0.143636364	0.229090909	0.473704	0.19674	0.635711
1364555431_839	0.124987833	0.074896339	0	1R	0.376686175	TRUE	0.469587401	0.47225679	-1.258493859	-0.0063515	105.6	0.937272727	0.35989899	0.205151515	0.979142	0.484776	0.32751
1364636956_90	0.177702074	0.039221327	0	1R	0.535188291	TRUE	0.497523568	0.495540123	-1.274815521	0.024361	92.032	0.353838384	0.311010101	0.421818182	0.351718	0.139632	0.72505
1364554612_186	-0.24796595	0.04193184	0	1R	0.477797492	TRUE	0.499014097	0.49762716	-1.206712627	0.020235	86.419	0.073131313	0.483535354	0.388282828	0.673601	0.30054	0.500565
1364562443_945	0.130801956	0.045006051	0	1R	0.845136022	TRUE	0.261762253	0.25577716	-1.202649349	-0.019048	91.99	0.351414141	0.493131313	0.143636364	0.348432	0.138158	0.727516
1364522903_458	-0.090673801	0.078619574	0	1R	0.445124345	TRUE	0.493977325	0.494661111	-1.125442811	0.018992	103.02	0.890909091	0.621515152	0.376262626	0.618505	0.270639	0.536242
1364615956_284	-0.464443455	0.030653061	0	1R	0.671394581	TRUE	0.441247795	0.425244444	-1.319628221	0.03187	90.776	0.272828283	0.177777778	0.483535354	0.263057	0.100997	0.792506
1364510865_391	0.303780538	0.057343718	0	1R	0.342268724	TRUE	0.450241689	0.453317901	-1.192066037	-0.0057521	98.42	0.743131313	0.516767677	0.20979798	0.153675	0.0565718	0.877866
1364515150_522	-0.337299379	0.0681448	0	1R	0.649816133	TRUE	0.455110252	0.431138272	-1.199248564	-0.0069673	87.438	0.107070707	0.50040404	0.200808081	0.556684	0.238265	0.577743
1364611513_545	-0.144629827	0.033060626	0	1R	0.398630205	TRUE	0.479448329	0.487553086	-0.764774655	0.11188	89.946	0.222828283	0.881111111	0.941717172	0.139559	0.051094	0.889009
1364572336_95	-0.206804485	0.020137522	0	1R	0.451373632	TRUE	0.495270953	0.491404938	-1.218474396	0.052838	86.66	0.08030303	0.456666667	0.652828283	0.38577	0.155108	0.699667
1364540374_192	-0.085710231	0.033556241	0	1R	0.747716833	TRUE	0.377272741	0.371644444	-1.118643879	0.028964	94.627	0.533535354	0.632222222	0.46040404	0.0727007	0.0259287	0.942044
1364555620_191	-0.351609124	0.085200345	0	1R	0.931306202	TRUE	0.12794992	0.096997531	-0.692675146	0.13122	97.199	0.686565657	0.904949495	0.972727273	0.452345	0.186405	0.651021
1364575255_903	0.384513119	0.038317497	0	1R	0.15186755	TRUE	0.257607594	0.231925309	-0.700405546	-0.14357	94.214	0.506060606	0.902727273	0.000707071	0.528942	0.224138	0.596846
1364536585_71	-0.48633763	0.062849479	0	1R	0.153064963	TRUE	0.25927216	0.247160494	-1.385872969	0.017604	90.227	0.23979798	0.033939394	0.366262626	1.45294	0.834929	0.146242
1364618476_606	-0.317882514	0.12133303	0	1R	0.899729114	TRUE	0.18043327	0.1638	-1.391837814	-0.029455	106.85	0.952020202	0.026565657	0.102727273	0.811652	0.379873	0.416991
1364579002_67	-0.107751662	0.033637809	0	1R	0.503233033	TRUE	0.499979095	0.499999383	-1.27418634	0.075523	97.879	0.719494949	0.313232323	0.802828283	0.467616	0.19378	0.640059
1364593785_202	0.122693282	0.051095068	0	1R	0.23150498	TRUE	0.355820848	0.338814198	-1.288623062	0.0010762	93.595	0.463939394	0.27040404	0.251919192	0.0830466	0.0297394	0.933814
1364595207_454	-0.068760934	0.064605939	0	1R	0.277461753	TRUE	0.400953457	0.411332716	-1.12615066	0.0099537	99.355	0.783131313	0.621010101	0.31010101	0.178138	0.0662017	0.858615
1364602166_928	-0.371025388	0.047591581	0	1R	0.451240073	TRUE	0.495244939	0.492117901	-1.192437914	0.056543	94.59	0.530909091	0.515757576	0.681212121	0.5526	0.23617	0.580538
1364657420_232	-0.195782336	0.02191289	0	1R	0.4206124	TRUE	0.487395218	0.48940679	-1.142619251	0.030627	91.698	0.333939394	0.598181818	0.474141414	0.194673	0.0728097	0.845649
1364570129_723	-0.51259707	0.068772589	0	1R	0.82252552	TRUE	0.291954578	0.262716049	-0.627603568	0.1035	91.964	0.35	0.921616162	0.918888889	1.1468	0.599525	0.251463
1364554926_887	0.319149523	0.04259533	0	1R	0.64313736	TRUE	0.459023392	0.467345679	-0.892281389	0.051755	88.895	0.168282828	0.824747475	0.645656566	0.360586	0.143628	0.718409
1364606638_498	0.341295762	0.049556276	0	1R	0.27442818	TRUE	0.398234708	0.4032	-1.067297986	0.03453	96.829	0.668686869	0.693333333	0.504949495	0.0378302	0.0133075	0.969823
1364587367_199	-0.023109397	0.020014436	0	1R	0.868565378	TRUE	0.228319125	0.21288642	-1.360433831	-0.017252	88.235	0.137272727	0.071414141	0.150505051	0.0744241	0.0265614	0.940673
1364648103_136	0.166715636	0.058767946	0	1R	0.595281865	TRUE	0.481842732	0.495434568	-0.676933624	0.072763	95.82	0.606363636	0.91020202	0.788181818	0.824348	0.387489	0.409742
1364686210_555	0.431176306	0.042751107	0	1R	0.274838251	TRUE	0.398604374	0.369382716	-1.309431827	0.033976	86.116	0.065353535	0.205959596	0.49959596	0.719968	0.326477	0.471545
1364513120_900	0.16674023	0.04745349	0	1R	0.286030599	TRUE	0.408434191	0.428221605	-1.248236051	-0.029461	97.569	0.704747475	0.388484848	0.102626263	0.504351	0.211821	0.614015
1364698650_628	-0.151073525	0.04989382	0	1R	0.899005411	TRUE	0.181589364	0.200117901	-1.160126177	0.037627	93.11	0.432424242	0.572525253	0.532323232	0.0887045	0.0318362	0.929317
1364638631_894	-0.289860769	0.087290729	0	1R	0.901447864	TRUE	0.177679225	0.148132716	-1.082127045	0.095022	93.722	0.473131313	0.677878788	0.891414141	1.47062	0.84957	0.141394
1364625972_457	-0.11262236	0.107442027	0	1R	0.367013869	TRUE	0.464629378	0.475061111	-1.221935617	-0.0016433	98.623	0.752222222	0.44989899	0.235555556	0.783741	0.36332	0.433192
1364564516_349	-0.223508787	0.109109275	0	1R	0.52055392	TRUE	0.499155073	0.49845679	-1.04721724	-0.022117	108.35	0.965656566	0.713131313	0.13	1.39188	0.785263	0.16396
1364537269_497	-0.506180076	0.037144012	0	1R	0.239234908	TRUE	0.364003134	0.375554938	-1.193630064	0.083063	88.091	0.131414141	0.513030303	0.842222222	0.683272	0.305891	0.494435
1364563790_443	-0.214084833	0.068238295	0	1R	0.521684085	TRUE	0.499059601	0.499879012	-1.078604886	0.035329	103.91	0.910808081	0.681010101	0.512020202	1.02698	0.516513	0.30443
1364553433_421	-0.060962653	0.067415153	0	1R	0.366830378	TRUE	0.464531704	0.478182716	-1.132550191	0.033916	96.207	0.632424242	0.610808081	0.499191919	0.324793	0.127647	0.745338
1364509882_256	0.069170339	0.025826493	0	1R	0.912723685	TRUE	0.15931832	0.148132716	-0.829943743	0.10827	88.978	0.172323232	0.855959596	0.934040404	0.587901	0.254458	0.556599
1364553451_632	0.044682546	0.034587796	0	1R	0.842232962	TRUE	0.2657532	0.266527778	-1.298647921	-0.01973	91.915	0.347272727	0.237676768	0.141212121	0.191762	0.0716408	0.847928
1364517819_428	0.026406502	0.059566393	0	1R	0.957872787	TRUE	0.080705022	0.083925309	-1.273802742	-0.035618	95.867	0.61	0.314040404	0.083030303	0.237613	0.0903472	0.812181
1364656988_15	0.394228699	0.033114267	0	1R	0.479239285	TRUE	0.499137985	0.499701235	-1.21974031	-0.027753	90.839	0.277272727	0.453434343	0.108787879	0.834324	0.393513	0.404098
1364523734_904	-0.336950805	0.09836061	0	1R	0.114466489	TRUE	0.202727823	0.223727778	-1.31073555	0.026742	100.97	0.843333333	0.202222222	0.44	1.58524	0.947263	0.112911
1364555135_52	0.00719147	0.020757387	0	1R	0.450186829	TRUE	0.495037296	0.496888272	-1.129560978	-0.0027902	87.346	0.103030303	0.615454545	0.228686869	0.444226	0.182514	0.65688
1364540783_518	-0.42000636	0.047855587	0	1R	0.813068162	TRUE	0.303976652	0.2822	-1.193067449	0.064701	91.736	0.337070707	0.514444444	0.738888889	0.64084	0.28264	0.521626
1364501902_540	0.081250266	0.106491337	0	1R	0.828358264	TRUE	0.284361701	0.309175309	-1.028589615	0.084412	100.7	0.834141414	0.729494949	0.84959596	0.440321	0.180651	0.659704
1364538986_143	0.362922526	0.046648813	0	1R	0.517559811	TRUE	0.499383306	0.49845679	-1.230113341	-0.033551	104.58	0.920606061	0.433333333	0.089292929	0.74087	0.338403	0.458772
1364607365_604	0.174866752	0.070841017	0	1R	0.348384396	TRUE	0.454025417	0.4608	-1.178506123	0.041556	106.71	0.95040404	0.542222222	0.562828283	1.25421	0.678264	0.209766
1364521329_657	0.323835917	0.062417676	0	1R	0.603441813	TRUE	0.478599583	0.480441975	-1.249977855	0.015212	102.47	0.881010101	0.383939394	0.346565657	0.495122	0.207248	0.620514
1364554636_214	-0.028107194	0.032109401	0	1R	0.450948857	TRUE	0.495187971	0.493323457	-1.177674975	0.01334	90.802	0.274444444	0.543737374	0.333535354	0.160808	0.0593619	0.872244
1364600996_1000	0.247287743	0.0275753	0	1R	0.498548757	TRUE	0.499995788	0.499480864	-0.936479	0.063874	89.749	0.214444444	0.798282828	0.732424242	1.07891	0.551871	0.280627
1364515208_954	0.257407684	0.03481172	0	1R	0.429770456	TRUE	0.490135622	0.487553086	-1.188934651	0.04878	90.67	0.265353535	0.522828283	0.620909091	0.121492	0.0441672	0.903302
1364511482_723	0.290619599	0.119773679	0	1R	0.679786048	TRUE	0.435353954	0.441061111	-1.230925604	0.051111	103	0.890505051	0.431414141	0.640707071	0.0355596	0.0124975	0.971634
1364584614_52	0.292816685	0.041345328	0	1R	0.578191806	TRUE	0.487772083	0.492117901	-1.217047481	0.030886	91.646	0.32979798	0.45989899	0.476565657	0.692996	0.311302	0.488312
1364564734_103	-0.005331628	0.022228727	0	1R	0.291939349	TRUE	0.413421531	0.410394444	-0.436127514	0.081333	94.801	0.542929293	0.956666667	0.833737374	0.102184	0.0368684	0.918611
1364552431_465	-0.199891785	0.076546827	0	1R	0.245167153	TRUE	0.37012044	0.376661111	-1.276815333	0.053405	93.048	0.427777778	0.306262626	0.657676768	0.249601	0.0953409	0.802896
1364555063_27	0.307845527	0.022659903	0	1R	0.228120469	TRUE	0.352163041	0.340701235	-1.335715383	0.036123	85.124	0.039292929	0.12959596	0.51979798	0.717704	0.325194	0.47294
1364577612_101	0.11264965	0.073031828	0	1R	0.287217638	TRUE	0.409447333	0.386394444	-0.974735108	0.1183	100.96	0.842828283	0.772727273	0.955353535	0.0293407	0.0102865	0.976593
1364587815_65	0.37813015	0.026420566	0	1R	0.403137813	TRUE	0.481235434	0.482160494	-1.008207053	0.061951	89.625	0.209090909	0.745757576	0.717676768	0.452235	0.186353	0.6511
1364606360_286	0.013123302	0.043211487	0	1R	0.168947365	TRUE	0.280808306	0.293061111	-1.028584977	0.041437	94.146	0.500808081	0.72959596	0.561818182	0.119145	0.0432743	0.905161
1364512338_567	-0.022113052	0.018889772	0	1R	0.375632243	TRUE	0.469065322	0.467345679	-1.328050012	-0.014894	90.214	0.239090909	0.151919192	0.162727273	0.79173	0.368031	0.428518
1364518656_188	0.184571738	0.061010726	0	1R	0.072308525	TRUE	0.134160005	0.13875	-1.396660726	0.038708	92.976	0.422626263	0.021111111	0.541313131	0.426176	0.173938	0.66998
1364650684_534	0.208504077	0.063928562	0	1R	0.651158619	TRUE	0.454302144	0.46902716	-1.199441001	0.024642	105.9	0.941111111	0.49979798	0.424141414	0.142661	0.052293	0.886558
1364580569_397	0.035475603	0.021361025	0	1R	0.419382257	TRUE	0.487001559	0.483599383	-1.108189452	0.072163	88.914	0.169393939	0.648181818	0.784646465	0.894669	0.430668	0.370964
1364578614_743	0.161601565	0.088162014	0	1R	0.572295252	TRUE	0.489546793	0.48875	-1.084689883	0.074733	111.09	0.982828283	0.674646465	0.797777778	0.923846	0.449079	0.355566
1364569541_508	0.037367212	0.029202098	0	1R	0.771865255	TRUE	0.352178567	0.37220679	-1.262362155	-0.0069491	96.148	0.628585859	0.349393939	0.201010101	0.432462	0.176913	0.665406
1364527817_670	-0.207695159	0.046901621	0	1R	0.82414333	TRUE	0.289862203	0.273311111	-1.336073037	-0.020518	84.196	0.024848485	0.127777778	0.137777778	1.50335	0.876971	0.132748
1364592714_775	0.530030686	0.041399245	0	1R	0.127904301	TRUE	0.223089581	0.18882716	-1.405850634	0.003322	90.132	0.232929293	0.014040404	0.268080808	1.38969	0.783506	0.164624
1364638211_333	0.097684569	0.033797026	0	1R	0.323454664	TRUE	0.437663489	0.425673457	-1.285276368	0.020407	94.378	0.517676768	0.281717172	0.38989899	0.748939	0.343046	0.453894
1364657715_400	-0.345624952	0.04352357	0	1R	0.876594146	TRUE	0.216353698	0.194064198	-1.386475297	0.017051	93.791	0.476868687	0.032828283	0.360909091	0.98709	0.489994	0.323598
1364636220_910	-0.051344786	0.047961189	0	1R	0.122449886	TRUE	0.214911823	0.209508642	-0.800025537	-0.064873	85.915	0.059393939	0.869494949	0.02969697	0.460997	0.190574	0.644801
1364642592_289	-0.035386537	0.02255547	0	1R	0.410022418	TRUE	0.483808069	0.487901235	-1.221646126	0.045898	93.521	0.458484848	0.450707071	0.598585859	0.505087	0.212187	0.613498
1364617656_480	-0.200851688	0.056438067	0	1R	0.639046208	TRUE	0.461332304	0.462644444	-1.293111605	0.049368	93.512	0.457474747	0.255454545	0.625252525	0.0624517	0.0221835	0.950203
1364532654_683	0.132645273	0.040920266	0	1R	0.41170084	TRUE	0.484406517	0.483999383	-0.817328613	0.077576	91.962	0.34989899	0.861515152	0.813333333	1.06007	0.538934	0.289112
1364568051_856	-0.001718719	0.037088909	0	1R	0.173149454	TRUE	0.286337442	0.2822	-0.533532767	0.15333	93.736	0.474242424	0.94	0.990606061	0.0177692	0.00620108	0.985823
1364644586_375	0.378050821	0.051946292	0	1R	0.703977485	TRUE	0.416786371	0.435599383	-1.229008153	0.0013861	94.552	0.528989899	0.435454545	0.254141414	1.14931	0.60132	0.250426
1364571616_134	-0.043068333	0.066476697	0	1R	0.100890272	TRUE	0.181422849	0.194932716	-1.338291406	-0.0060577	93.924	0.485252525	0.121414141	0.207676768	1.64329	0.998598	0.100323
1364657987_236	-0.041482789	0.069341127	0	1R	0.758929995	TRUE	0.365910515	0.385864198	-1.226125828	0.0021441	101.72	0.863030303	0.441111111	0.260909091	0.859059	0.408593	0.390308
1364588337_956	0.187654913	0.161860147	0	1R	0.694778507	TRUE	0.424122666	0.441061111	-1.211866996	0.032407	111.59	0.984444444	0.472424242	0.487272727	0.986543	0.489634	0.323867
1364641179_350	-0.135127785	0.054598836	0	1R	0.92061007	TRUE	0.146174339	0.156471605	-0.509367412	0.11681	98.682	0.755050505	0.944747475	0.952424242	0.762681	0.351003	0.445654
1364552734_375	-0.158818995	0.036635326	0	1R	0.235682094	TRUE	0.360272089	0.361311111	-1.362170173	0.018823	94.431	0.520909091	0.068585859	0.374848485	0.717874	0.32529	0.472835
1364500390_524	0.065699644	0.050545796	0	1R	0.781726276	TRUE	0.341260611	0.344441975	-1.086668376	-0.00057144	90.557	0.26030303	0.671919192	0.241616162	0.224258	0.0848342	0.822557
1364525851_721	0.036291291	0.034357547	0	1R	0.51943015	TRUE	0.499244939	0.499990123	-1.297672879	0.011978	98.685	0.755252525	0.240909091	0.323838384	0.452027	0.186252	0.65125
1364532386_871	0.293317363	0.029070299	0	1R	0.456338069	TRUE	0.496187272	0.49863642	-0.884689105	0.050084	100.05	0.811111111	0.83010101	0.631818182	0.659687	0.292895	0.509454
1364587744_254	0.060166471	0.034052592	0	1R	0.827866656	TRUE	0.285006911	0.2952	-1.211619485	0.0023617	93.583	0.462525253	0.472929293	0.262323232	0.0479432	0.0169326	0.961761
1364546770_675	-0.426021797	0.042211091	0	1R	0.412347451	TRUE	0.484634061	0.495	-1.259495201	0.024581	86.753	0.083434343	0.357171717	0.423737374	1.12609	0.584817	0.260126
1364630271_168	0.144077069	0.060438695	0	1R	0.108511605	TRUE	0.193473674	0.197530864	-1.254347575	0.044495	92.599	0.395353535	0.371616162	0.587373737	1.06214	0.54035	0.288171
1364702583_781	0.022707541	0.084625376	0	1R	0.686729779	TRUE	0.430263979	0.433994444	-1.141866005	-0.023784	113.73	0.99020202	0.59969697	0.122020202	0.0245131	0.0085775	0.980443
1364543997_537	-0.15256844	0.027684435	0	1R	0.808305492	TRUE	0.309895448	0.333727778	-1.150930866	0.040442	94.282	0.510606061	0.586262626	0.554545455	0.359297	0.143046	0.719373
1364613333_913	0.142397102	0.060865019	0	1R	0.309918271	TRUE	0.427737873	0.438360494	-1.145044521	0.047551	96.125	0.626969697	0.594545455	0.612323232	1.36928	0.767225	0.170913
1364518596_265	-0.173666478	0.11009681	0	1R	0.209434632	TRUE	0.331143534	0.357777778	-1.385398036	0.047967	100.9	0.841414141	0.034949495	0.616767677	0.256941	0.0984194	0.797224
1364603152_589	-0.370218782	0.064533517	0	1R	0.264092914	TRUE	0.388695693	0.406591975	-1.047565986	0.095433	103.87	0.91	0.712727273	0.893131313	0.133774	0.0488659	0.893581
1364558145_956	-0.440334379	0.051592781	0	1R	0.47372317	TRUE	0.498619056	0.4998	-0.88917469	-0.047414	95.07	0.559090909	0.827272727	0.056262626	2.0796	1.42524	0.0375626
1364507453_34	-0.004970836	0.02662006	0	1R	0.875343465	TRUE	0.218234566	0.242397531	-0.836182906	0.0025292	83.216	0.015757576	0.853232323	0.263636364	0.515147	0.217205	0.60645
1364585691_575	-0.052144529	0.027830079	0	1R	0.155341708	TRUE	0.262421323	0.27925679	-1.293179842	0.10025	95.134	0.564242424	0.255151515	0.91030303	0.119044	0.043236	0.90524
1364517732_128	0.042567384	0.053907888	0	1R	0.66577565	TRUE	0.445036868	0.450911111	-1.021988484	-0.047747	105.16	0.931515152	0.735151515	0.055555556	0.46447	0.192255	0.642311
1364580761_1	0.132581621	0.070621208	0	1R	0.415343005	TRUE	0.485666387	0.47628642	-1.279328118	0.027795	98.55	0.749090909	0.30020202	0.45040404	0.0712589	0.0254	0.943192
1364577328_918	-0.234888777	0.049106782	0	1R	0.587322836	TRUE	0.484749445	0.490508642	-0.805513409	-0.083264	92.047	0.354545455	0.866868687	0.012121212	1.80126	1.14471	0.071662
1364557098_72	-0.473095802	0.035117789	0	1R	0.419058066	TRUE	0.486896807	0.488916049	-1.264680608	0.051977	91.549	0.323939394	0.342222222	0.646969697	0.282808	0.109398	0.777324
1364512547_589	-0.169505517	0.024302394	0	1R	0.105208573	TRUE	0.188279458	0.21540679	-1.285720548	-0.035057	87.081	0.094040404	0.28020202	0.084444444	1.60245	0.962346	0.109057
1364570700_673	0.090562874	0.111958697	0	1R	0.685640288	TRUE	0.431075367	0.446644444	-1.268000501	0.03135	102.95	0.88989899	0.332626263	0.479393939	0.419934	0.170996	0.674534
1364532638_20	-0.199568991	0.061958664	0	1R	0.844289878	TRUE	0.26292896	0.26500679	-1.28940881	0.046411	94.125	0.498989899	0.267575758	0.602626263	0.149519	0.0549529	0.881144
1364551778_544	0.248015513	0.035526044	0	1R	0.488544837	TRUE	0.499737558	0.498693827	-1.091863629	-0.068379	89.508	0.201616162	0.666565657	0.025858586	0.869454	0.414992	0.384599
1364582724_118	0.079518007	0.057964614	0	1R	0.785047694	TRUE	0.337495624	0.362479012	-1.271597515	0.0306	105.66	0.938383838	0.321313131	0.473838384	0.26602	0.10225	0.790224
1364633425_936	0.191749017	0.095789093	0	1R	0.800651817	TRUE	0.31921697	0.32463642	-1.251881776	0.007461	87.536	0.110505051	0.378585859	0.292828283	1.51145	0.883815	0.130673
1364518869_258	-0.221834055	0.135229588	0	1R	0.154237259	TRUE	0.260896253	0.277777778	-1.37967652	0.015909	100.11	0.812929293	0.042525253	0.352525253	1.82359	1.16613	0.0682135
1364546070_532	-0.138233325	0.111438334	0	1R	0.390490594	TRUE	0.47601538	0.46902716	-1.27339503	0.10106	104.28	0.916969697	0.315050505	0.912424242	0.154361	0.0568395	0.877325
1364512904_514	0.262882735	0.04346076	0	1R	0.119948668	TRUE	0.21112197	0.205258642	-1.360952011	-0.0039349	91.451	0.316868687	0.07030303	0.221515152	0.157887	0.0582174	0.874546
1364625334_869	0.124701718	0.050825278	0	1R	0.878888581	TRUE	0.212886886	0.209508642	-0.676830434	0.093203	89.496	0.201010101	0.91030303	0.884141414	0.0132488	0.00461525	0.989429
1364604073_542	0.046509382	0.015932728	0	1R	0.235527865	TRUE	0.36010898	0.368244444	-1.31886735	0.013366	84.914	0.035757576	0.179494949	0.333737374	0.967499	0.477172	0.333295
1364590964_757	0.280566258	0.029556615	0	1R	0.761008119	TRUE	0.363749524	0.366527778	-1.292736493	-0.05468	89.633	0.209393939	0.257474747	0.042424242	0.612904	0.267655	0.539939
1364645559_736	0.219460451	0.042999187	0	1R	0.721335937	TRUE	0.402020806	0.419108642	-0.325359276	0.066747	101.86	0.866262626	0.966666667	0.752323232	1.33909	0.74342	0.180543
1364600035_841	0.044606796	0.031382604	0	1R	0.424837648	TRUE	0.488701242	0.481738272	-0.306924101	0.11093	96.21	0.632626263	0.968585859	0.939494949	1.33345	0.739015	0.182383
1364572087_136	0.494421679	0.040374679	0	1R	0.44027983	TRUE	0.492867002	0.492530864	-1.045308951	0.062473	88.186	0.135252525	0.715252525	0.721313131	0.504437	0.211864	0.613954
1364569375_663	-0.275227047	0.06004392	0	1R	0.450191567	TRUE	0.49503824	0.493577778	-1.208484788	0.027643	99.295	0.78020202	0.478686869	0.448585859	1.32827	0.734969	0.18409
1364554719_713	0.206936125	0.083127127	0	1R	0.142279286	TRUE	0.244071781	0.208661111	-1.393274775	0.049522	87.81	0.120808081	0.024545455	0.626767677	0.434824	0.178035	0.66369
